,text,misogynous
2191,no u told me im a cunt bc i didnt report my rape to police when i was 6. <URL>,0
2192,"Nice DP Ram sir.......None other than you is the best brand ambassador of New shining TELANGANA....jai Telangana - from. Sameer Nawaz. (Jubilee hills Constituency, Hyderabad)",0
2193,I'm such a little pussy ass bitch on my period what tha fook,0
2194,You forgot the third one... Praise Sri Ram :),0
2195,kys you stupid nigger I hope you die of cancer you little cunt,0
2196,"Newk's sells their whole cakes for $48...they smoking dick, they are delicious but $48 bitch please",0
2197,Ok it's not okay to call a girl a bitch and slut especially when she's been your friend for years. Fuck you.,0
2198,The woman who accused Nelly of rape is dropping charges: <URL> <URL>,0
2199,"Got it, you are fearful of God so can't speak truth, or Lord Ram will ask for the hundreds of crores collected for his Temple from people <URL>",0
2200,"🤔 All charged will be dropped from #Nelly’s alleged rape case, as the woman involved refuses to… <URL>",0
2201,hes a try hard cunt who needs to stay away from women as much as possible <URL>,0
2202,"Fuck off, you race pimp. #LiberalismIsAMentalDisorder",0
2203,British actress becomes fifth woman to accuse of rape... <URL>,0
2204,I hope that every woman you meet or speak w/ is secretly taping you. Rape culture can not be defended. <URL>,0
2205,Curt you slag stones off constantly 😂,0
2206,While the billions outside America love SNL and just point and laugh at the stupid cunt in the White House 😂😂😂,0
2207,You stupid ignorant cunt,0
2208,Hey Lady Control Your 'Man' Control Your 'Spiritual Man and His yogi Dick' Women are not object....I will show all captures Warning 1,0
2209,Retweeted DRUDGE REPORT (<MENTION_1> British actress becomes fifth woman to accuse of rape...... <URL>,0
2210,DRUDGE_REPORT: British actress becomes fifth woman to accuse of rape... <URL> #ycot #tcot #pjnet #conservative,0
2211,"1- This means, you can't ram these into silo-openings. you have to target the entire tunnel or silo structure with these.",0
2212,ROBBIE ROTTEN IS NOT STUPID YOU CUNT,0
2213,You got clowned on you stupid old cunt!,0
2214,Sitting on steps is always massive turn on for those watching. Good girl #stephapproves #slut <URL>,0
2215,Everyone gets mad when a woman talks about dick but praise men who talk about fucking 10 girls every weekend,0
2216,The girl who accused Kobe Bryant of rape wouldn't testify either. He admitted to the affair not assault. Case dismissed.,0
2217,Are you ready to meet your next ride? Stop by Hall Chrysler Dodge Jeep Ram Virginia Beach today! <URL>,0
2218,Some stupid cunt blogger on Skynews earlier. Said if we are to prevent more Weinstein's we need 'l… <URL>,0
2219,"To follow Lord Ram,s teachings is more important than his temple, to start with you may ho… <URL>",0
2220,Wild how amazed Spanish folk get when you eat 2 mains and a dessert by yourself yet back home you'd just get called a fat kunt,0
2221,"Heard a boy joking about date rape drugs and calling women “bitches.” First of all, you look like a peeled banana. Second of all, stop",0
2222,How much RAM do you need? It’s probably less than you think #graphicdesign <URL>,0
2223,"Why are some of you thirsting after the married gays on here? “I want your dick” “fuck me” etc... Like, you look pathetic and stupid af",0
2224,I'd like to think you just blew on the tower lol. But reseating the RAM was a good idea too.,0
2225,I hate when people looking at you with their bag on the train seat like yes stupid ho I want the seat,0
2226,I quite liked the look of the air ram?? And dyson.. but you are right they are a bit steep... although others could be false economy....,0
2227,You missed the alleged rape (multiple) of a 13yr girl who dropped case amidst death threats to herself and family. Jane doe vs Donald Trump,0
2228,My shawty is a good girl not no freak hoe,0
2229,#NYC housing projects &; #PanAfrica men employment in #NYC service industry actually makes women who arent #SuburbanWhitemale 4 race mix- ho,0
2230,Before you call a woman a bitch make sure you aren’t a flea,0
2231,"“I know you liked how that pussy taste” First of all, I don’t have tastebuds bitch",0
2232,do yoy want us put back down to div 3 again over this you utter wankstain kunt,0
2233,Tell us why u rape people too pussy <URL>,0
2234,"There's a hole in my heart where my will to live should be that I filled with stupid photos of MCR. I joke about it, but it's true.",0
2235,I hate Billie &; Christy hoe asses. The most annoying &; stupid people on the show,0
2236,Some girl that knew Jackson from his hoe days legit CROSSED THE ROOM to talk to him at the party yesterday and I was legit like <URL>,0
2237,"'He crying cuz this pussy so good' First of all my Niners set an NFL losing record with 5 games under 3 points to win, insensitive hoe",0
2238,Like shooting in a pressurised cabin. Don’t know we’re it’ll end up. I’d suggest you run a train on some slag indoors.,0
2239,CHECK OUT THIS STUPID HOE,0
2240,A 10-year-old rape victim gave birth in India – and the girl was unaware that she was ever pregnant. <URL> <URL>,0
2241,Dear Xfactor fans If you would like to slag off the show may I give you a little advice Do what I do and stop... <URL>,0
2242,men are so stupid they can't tell the difference between a wink and rape!,0
2243,Yes. You need more RAM to speed up your processing + can always replace the graphics card,0
2244,"A “man” who calls a woman a bitch or ho needs a good slap in the face with a crowbar! Old school Italian, respect women! Cheers🥂",0
2245,"Collins is a stupid cunt: Trump Is Hurting 'Vulnerable' Americans, His Acts 'Destabilize the Insurance Market' <URL>",0
2246,Bob Corker is a bitch boy sniveling cunt ass sore loser that throwing elitist BS all around trying to be relevant. <URL>,0
2247,Gals ❤ 2 holler ' I'm dat bitch' Well I'm tryna 2 b 'dat woman' Dat woman wit a college degree n money.Dat woman strong in her faith in God,0
2248,If you gotta rape a female to get pussy you really should just die,0
2249,"He is in and out of jail. He's a bum , he a pussy bitch ! He just ain't shit ! I pray his next child he do wayyyyy better with fr.",0
2250,What a stupid cunt you are bro.,0
2251,Jeans ho ya girl hu,0
2252,Cause you a pimp and pimps forget,0
2253,I'd be interested in seeing you have a second meeting with Nikki. I want to know why she suddenly left her pimp 3 days later,0
2254,Then your headmaster was a stupid fucking cunt <URL>,0
2255,"Absolutely right, I can understand your problem, If the SC verdict on Ram🚩 lala then you won't able to sleep. Because True is always wins.🙏🙏",0
2256,"Ho, man, that was the prettiest girl I've ever seen.",0
2257,Ha ha BJP knows that Hindus r so stupid that they r ready to starve with no jobs but first like to see Ram Mandir then Taj Mahal. <URL>,0
2258,"'God, did you hear about that stupid guy who works at Youtube who is a total cunt? I think his name is Chugchog'",0
2259,"This Girl Got Rape Threats On Facebook, What She Did Next Will Inspire Everyone! <URL>",0
2260,Constructing a Mental Hospital Prior To Ram Temple would be Much Appreciated At Least You Will Be Treated For Your Prolonged Mental Illness. <URL>,0
2261,TV personalities joking about Harvey Weinstein and/or rape do not seem able to empathize with women or recognize ho… <URL>,0
2262,Muslim Man Dragged Out Of Hotel And Beaten For Being With A Hindu Woman = “chanting ‘Jai Sri Ram’ &; beating him <URL>,0
2263,"Being rich ain't always popping your ass like a club hoe, but niggas alive &amp; wealthy.",0
2264,Happy birthday to you Naveen Patnaik Orissa CM Om Sai Ram Bhola Re Rock On 2,0
2265,"Cressida Dick: A Profile Here, we profile the woman who is heading up the capital's police forc .. <URL>",0
2266,i am looking for bulk seller for cpu and ssd and ram . pls contact me if you have stock .,0
2267,The system will use what you give it. OS is designed to keep things in RAM instead of paging them out.,0
2268,"Same fucking name, cunt bag. Why are you white knight, pussy boy?",0
2269,Sir why you are brewing frustration of #Gurudaspur on #Lord Ram,0
2270,N18 Million To Be Paid To Women Maltreated And Tagged HO's <URL>,0
2271,Did you know that if you ask the team to ‘pimp’ your bagel they’ll add in a tasty surprise for just one pound 😎 <URL>,0
2272,Fist pumping a pimp through glass in prison 😂 yes sir you are the top boi 👏🏻,0
2273,But hey Ram's content is not time bound and you will surely love it as many of the dialogues are in English 😜😜.,0
2274,"Have you tried obvious things like unplugging all but the bare minimum of devices, isolating RAM, switching slots/ports etc.?",0
2275,And the a&&hole Bannon thinks we are all stupid <URL>,0
2276,Are you nut... Why u are comparing #Ram with shahjahan 😕😕,0
2277,Monday you slag,0
2278,you forgot Ram mandir,0
2279,*doesn't render for you. Just in: If you buy faster RAM (2400MHz or over) it loads buildings in a fraction of a second.,0
2280,3) Beyond The Dream Girl 📖🔖💛 by <PERSON_1>. Wish to win this 😊 #FCcontest #HemaMalini,0
2281,I believe Putin has a video of trump screwing a 12 yr old in Moscow hotel. Trumps resorts are whore houses for the rich. He golfs a lot.,0
2282,Acharya.. have you read the analysis/opinion given by our 'historians' to SC wrt Ram Temple? Even 'WTF' will be ashamed.,0
2283,Where were all these people when Ram Setu was to be destroyed. Where were you when your coalition partner Karunanidhi commented on Sri Ram,0
2284,Mmmmm sweet pussy hole :) xx,0
2285,Yo i hate being a freakin woman where can i grow my new dick,0
2286,I guess i was a cunt to a woman who was flirting with our married friend (wife is put of town.) She knows he is married etc.. Good.,0
2287,I've done the same.. If I'm already getting pussy why would I wanna fuck my female friends? Not every hole is a goal honestly.. Honestly.. <URL>,0
2288,MEC <PERSON_1> will visit a Mamelodi school to receive a report on the alleged rape of a 17-year-old girl pupil. <URL>,0
2289,If you feeling like pimp james go ahead and brush your shoulders off⚡️,0
2290,Glaring deficiencies in healthcare ignored. Building stupid Ram mandir and statues are given prominence. UP is suffering from Sangh poison,0
2291,Garth crooks is a stupid fat Ozil looking cunt,0
2292,Had this play heappened in a 49ER-RAM game would you bore us on that too?,0
2293,There’s an a&amp;r /Dj that works at radio owes alot of uk artist in my era a massive apology u played alot of games god na sleep pussy hole,0
2294,"Excellent. May almighty ram give lot of power all of you to construct ram mandir,break 370 in j&;k, crush islamic agenda and amend constitut",0
2295,Thinking about my beautiful woman tina i love you ... And working in the hell hole,0
2296,Jesus Sex Trafficking is grim. A lot of these women were damaged by something happening to them and that's where the pimp took advantage,0
2297,What great you will achieve by building Ram Mandir. Crook,0
2298,Okey let's build Ram Mandir..? Dare you to answer..!!,0
2299,You are living in world of illusions.....no RAM MANDIR and Dara 370 will not be removed before elections in 2019.,0
2300,British people say cunt like American people say dude I not know this woman at counter asked me for help… <URL>,0
2301,"True, many women think Karl is a dick and Lisa is fantastic",0
2302,"'Why wont any1 eat my pussy?' well first off we got to many fish markets around here hoe, your pussy should smell pussyishy.. not brim fishy",0
2303,The next message you need is always right where you are ~ Ram Dass #Intuition,0
2304,stupid cunt.,0
2305,I Want Ram Mandir &; Development in India. Do you want both or Nothing?,0
2306,"There's not a woman on here impressed by your dick-pic-as-profile-pic, guys. We get that youre proud of it but that's not sexy. Put it away.",0
2307,never make yo main look stupid for a hoe,0
2308,Then please hurry you have only 386 days left to build Shree Ram's Temple &; a hospital across Saryu.,0
2309,the simple fact of you calling a girl hoe just because she rejected you shows how much you didn’t deserve her.,0
2310,The poor kid wanted a fuck and got a bitch prego and now is fucked for life hahahahaha dumb cunts,0
2311,Speaking of creepy. This narcissist sounds like a creepy guy on the run from a rape charge. Being Putin's bitch not that satisfying? <URL>,0
2312,Stupid cunt chelsea have 3 starting player out long term,0
2313,good you slag. Comedy Central hasn’t been about comedy since 2004 <URL>,0
2314,pimp Butters 😂”do you understand what I am saying?”,0
2315,that could couldn't tell you the starting QB..much less what a Ram is...lol..j/k,0
2316,"Wishing the one and only very Happy Birthday and Happy Diwali Hope you do best, whatever you do. Jai Shri Ram. Jai Mata Di.",0
2317,Robert DeNiro used his 'Tribeca Grill' as after hours whorehouse to Pimp young women to Harvey Weinstein. #MeToo <URL>,0
2318,This stupid dick head didn’t say thank you when I held the door for him going into 7/11 so I pulled that shit close in his face when I left,0
2319,Cunt of the year qualifier. Blocked the path. A woman with a six month old kid in a pram had to walk in the road with traffic because of him <URL>,0
2320,I've never liked and he didn't endear himself with the Sean Spicer bromance and Stupid Weistein jokes. Bit of a cunt,0
2321,"Isn’t it funny how people are so quick to slag you off behind a keyboard, but when they see you in person they run away😂",0
2322,I won't tell women to 'suck my dick' as you did <URL>,0
2323,lmao doesn't like the truth but he left a comment from someone who quoted me. what a stupid cunt! <URL>,0
2324,2009 Weinstein refers to the rape of 13 year old girl as 'so-called crime'. <URL>,0
2325,u a stupid ho,0
2326,Your an idiot slag him off behind his back call him out you have a. Problem,0
2327,You can't have sex with a personality,0
2328,Women have become bigger players than men. The tides have turned my friends,0
2329,Start your week right with our favorite music video of 2013 featuring one of our best supporters: <URL>,0
2330,thanks for the follow! DM for info about upcoming meetings and events #MaleDomination,0
2331,Thank you for supporting our cause Brandon!,0
2332,New to Twitter-- any men on here know what the process is to get #verified?,0
2333,Couldn't agree more! Thanks for supporting our cause. Check out our account and DM for info about upcoming events #MaleDomination,0
2334,"RT 'A good time was had by all,' to describe a time that only you enjoyed. #TFM",0
2335,Although you are a woman you make an excellent point. Thanks for the support #maledominance,0
2336,Excellent point Looney. Can we use this quote in our brochure? Let us know. Thanks for supporting our cause #maledominance,0
2337,Dave this is a really solid point. Thanks for supporting #maledominance,0
2338,Exactly. Thanks for the support #maledominance,0
2339,We say this all the time. You should try to come to one of meetings brother. Thanks for the support #maledominance,0
2340,Women everywhere really! Thanks for the support Michael #maledominance,0
2341,"So true, guys. Thanks for your support. Check out our account for info on upcoming events #maledominance",0
2342,#maledominance,0
2343,the worst! thanks so much for your support. #MaleDominance,0
2344,thank you for your support! We'd love it if you came to our next meeting #MaleDominance,0
2345,hey man! we're finally on twitter and just wanted to thank you so much again for the ongoing support. you are so inspiring,0
2346,RT 'You miss 100% of the shots you don't take.' -- Wayne Gretzky,0
2347,Couldn't agree more! Refreshing to see a woman who feels the same,0
2348,So true! Yet another case for #MaleDominance,0
2349,yes!! Thank you for the support. #maledominance,0
2350,truth,0
2351,"hey brother, loved the performance the other night. #inspiring",0
2352,"amen, man. would love to see you at one of our upcoming events. check out our account for more info. #MaleDominance",0
2353,touché! #MaleDominance,0
2354,RT This Is How Men Should Support Feminists (As Told By A Young Conservative Libertarian Male) <URL>,0
2355,we are too brother. Thanks for the support we'd love you to come meet with us #maledominance,0
2356,RT “<MENTION_2> #YesAllMen <URL> you know what... This is the only double standard were allowed lol,0
2357,RT #yesallmen followed you,0
2358,#ShitPussiesSay <URL>,0
2359,RT Why are guys expected to text girls first? #equalrights #yesallmen,0
2360,Just want to say thank you to and for their great work in the past #inspiration,0
2361,hurry up on the ham and cheese,0
2362,I'll take a BLT on rye,0
2363,we are gonna be friends #YesAllMen <URL>,0
2364,"RT RT to save someones life, it only takes a second, you dont know who'll need it #YesAllMen <URL>",0
2365,RT '<MENTION_2> “<MENTION_3> Seriously. <URL> #YesAllMen' When will women stop treating us like obj…,0
2366,RT I'm not just legs and a wallet #YesAllMen <URL>,0
2367,"what does the word 'Parody', clearly stated in the bio, mean to you?",0
2368,RT #meninists #yesallmen <URL>,0
2369,RT I'm crying over the tweets 😂😂😂,0
2370,"we're not just objects that entertain you, we have feelings too! #YesAllMen",0
2371,"What's 6 inches long, 2 inches wide, and drives women crazy? A $100 bill",0
2372,"calm down this parody account is live again, that was close tho u guys almost had an impact on something #YesAllMen",0
2373,#YesAllMen because... <URL>,0
2374,so #YesAllWomen is fine but #YesAllMen should burn in hell? Looks like someone didn't get their way,0
2375,The whining never stops #YesAllMen <URL>,0
2376,"A reminder, this is a parody account, used for entertainment. Tweets should be taken almost as seriously as we take #YesAllWomen tweets",0
2377,Couldn't have said it better #YesAllMen <URL>,0
2378,This is how I feel about all our haters right now #YesAllMen <URL>,0
2379,Because running the world is harder than you'd think. #YesAllMen,0
2380,It's a lovely evening to... <URL>,0
2381,I'm white. Is there no such thing as racism against whites? <URL>,0
2382,Are you homophobic?,0
2383,then what is #YesAllWomen?,0
2384,lets get rid of womens sports and make men and women play side by side! #equality,0
2385,When yo girl start yelling at you for no reason. <URL>,0
2386,great article about title IX and why it needs to be removed ASAP. 45 years of crap. It needs to go. <URL>,0
2387,#jackandjackdoingitright #USAvsBEL New blog 'Fighting for Men's Rights' --- have a look: #USA <URL>,0
2388,<MENTION_4> <MENTION_5> New blog (previously Man of the Month) <URL>,0
2389,The man won this one <URL>,0
2390,Feminists' husbands #ThingsTimHowardCouldSave,0
2391,#WeLoveYouConnor Oxymoron Of The Day: 'Independent Women',0
2392,"#YesAllMen because cars need to be built, repaired, and driven correctly by someone.",0
2393,How did the medical community come up with the term 'PMS'? 'Mad Cow Disease' was already taken.,0
2394,#WorldCup Blog for #teens who want to join the men's rights movement to cancel #feminist bull#%it. <URL>,0
2395,Oxymoron of the Day: Factual Feminist See the Blog: <URL>,0
2396,oh ya because in 2009 14% of America said they cared/supported women's rights,0
2397,well if feminists make up stats all the time can't a guy? Double standard yet again. <URL>,0
2398,watch the video and you'll understand,0
2399,<URL> A monthly blog about men of action for men's rights. Use your RSS feed to receive it. #Sunrise #padres #bitcoin,0
2400,"#press #news #blog #army #sex Once a month, a man of action is highlighted. Check it out today. <URL>",0
2401,#menrdecent India men should grab the RSS feed of my blog to see men of the world fighting for men's rights. <URL>,0
2402,"<URL> See the monthly post, that highlights men of action. Men's rights are here! #CallMeCam #MenRights #shrewculture",0
2403,Men are fighting for their rights. Subscribe with RSS. #EqualParenting #bb16 <URL>,0
2404,Red Sox fans are following my blog. Men's rights today !!!! #jobsreport #mensrights #women <URL>,0
2405,Men throughout the world are fighting for men's rights. Follow my blog. #GiftShawnEP #LHHATL <URL>,0
2406,"The #BJP will not support men's rights. What are *YOU* doing about it. See the blog, watch men of action! <URL>",0
2407,Show your support. Subscribe by RSS. Men's rights advocates are growing! #jobsreport #BringingBacktheSunshine <URL>,0
2408,#MUFC Walmart #MacysBTS #target Help your fellow man. Subscribe to the blog today: <URL>,0
2409,Egyptian men will soon be fighting for men's rights. #FlawlessRemix #oomf #NFL #NBA #MLB #Cairo <URL>,0
2410,Follow my blog. See the men who *are*fighting for men's rights. #Zakatus #misandryisreal #teens #NaturalRights <URL>,0
2411,Stop the spread of #misandry. Fight for men's rights today! #OWS #tcot #tlot #AskTheHEEL #WomenAgainstFeminism <URL>,0
2412,#TheTalk is the typical sexist bigoted all-female show that berates males. End #misandry today! Men are fighting!! <URL>,0
2413,"Women are rejecting #feminism, but are not actively supporting men's rights. Why???<URL> <URL>",0
2414,#StopChildAbuse The next social movement will be about stopping women who abuse children. It is a real problem. <URL>,0
2415,"I like to blog about masculinity, fascism, alternative ideas, heres my next account",0
2416,unblock my account 'AryanFascist101'. Im a nazi/fascist human supporter. (This is from backup account),0
2417,Yes you are right. I must save the philosophical stuff for others. Different people have different skills/roles.U are soldier,0
2418,Okay good. As long as the Men are comrades with same belief/movement can join same group to fight enemies,0
2419,✋🏼 hey that's a fair fucking trade 🌚,0
2420,When your ex leaves her shoes at your place <URL>,0
2421,Remember nothing says 'I love you' like letting her pay for dinner... It shows her that you really trust her to take care of you,0
2422,Her- remember when you said you loved me? Me- <URL>,0
2423,Me trying to hold my life together <URL>,0
2424,Talent- Fucking up EVERYTHING,0
2425,When somebody tells me they're off work for Presidents' Day <URL>,0
2426,you're a goddamn savage,0
2427,RT caught myself giving a dirty look to a pigeon today. no one is safe.,0
2428,When you know it's time to give up on that New Years resolution and stop going to the gym <URL>,0
2429,When the whole squads outfits are on point <URL>,0
2430,There's no bigger turn off while sexting than someone that doesn't know the difference between 'your' and 'you're',0
2431,I digest relationships before we ever breakup... Smooth transition,0
2432,An hour into 'paycheck &; bills' and you realize you really need to start selling drugs <URL>,0
2433,"If I'm only nice to you and don't insult you, I don't want to sleep with you",0
2434,When eating the groceries didn't quite go as planned... <URL>,0
2435,When you're sneaking snacks into the movie theater <URL>,0
2436,When you cop that new Burberry moo moo <URL>,0
2437,I'm kind of a big deal for someone who ain't shit,0
2438,When you're acting like you have your life together but you really have no clue what the fuck is going on <URL>,0
2439,😘😘😘,0
2440,Her- what's for dinner Me- <URL>,0
2441,RT 🤔🙀🐽🙈 #Repost with repostapp. <URL>,0
2442,"Apparently asking a doctor if she wants to come to your room and play doctor, is not an appropriate question",0
2443,When your Jewish friend tells you what she gave up for Lent... <URL>,0
2444,When your friend owes you money but they keep checking into fancy places on Facebook... <URL>,0
2445,When you've just met someone and they start to tell you their life story <URL>,0
2446,"When anyone calls me about anything, ever <URL>",0
2447,When you walk past someone and they mumble somethin under their breath <URL>,0
2448,I like to delete comments that say 'first' to assert my dominance,0
2449,I'm so anti social that I avoid people in my phone,0
2450,When your friend tells you they just got an android <URL>,0
2451,Person- hey can you... Me- ✋🏼 <URL>,0
2452,'Where do you see yourself in 5 years?' Me- <URL>,0
2453,When it's birthday <URL>,0
2454,When she asks 'what that mouth do?' <URL>,0
2455,When you thought you'd try a little s &; m and now your ass hurts so bad you can hardly sit <URL>,0
2456,When your best friend asks you where's a good place to hide a body <URL>,0
2457,When someone goes on vacation and owes you money <URL>,0
2458,When you're chillin and the Thai food kicks in <URL>,0
2459,When your leg cramps up while you're fuckin <URL>,0
2460,When you're chillin and the Taco Bell hits you <URL>,0
2461,Friend- we should talk about what you did when you were drunk last night. Me- <URL>,0
2462,My 20' vs my 30's <URL>,0
2463,Weekends vs weekdays <URL>,0
2464,When you got a sugar daddy and went from rags to riches <URL>,0
2465,Leo after he loses again <URL>,0
2466,When you finally get what you deserve <URL>,0
2467,How butter faces take selfies <URL>,0
2468,When you're practicing being homeless <URL>,0
2469,If you've never choked on a dick have you really ever had sex?,0
2470,When she got you caught up and you're tryna figure out how you're gonna lie your way outta this one <URL>,0
2471,When it's not your fathers birthday... <URL>,0
2472,When you finally find 'the one' <URL>,0
2473,"If all of you ex's are psychotic nut jobs... Congratulations, you have good dick my friend",0
2474,RT Things that seem like they could turn out okay but never do: -turkey bacon -cutting your hair -having a conversation wi…,0
2475,"RT People with babies, keep posting about how shitty they are so I always feel good about never having any.",0
2476,RT I bet a lot of people's therapists are dying to meet me just to see if the stories are true.,0
2477,When you think you're going on a date and she shows up with her bff and shakes your hand <URL>,0
2478,1 like = 1 more facial hair 🙏🏼 <URL>,0
2479,All my friends live vicariously through my penis,0
2480,When bae asks you where you wanna eat <URL>,0
2481,When you're trying your best to fit in <URL>,0
2482,When you're trying to figure out if you have enough space on your phone to make a new sex tape <URL>,0
2483,I have condoms everywhere cause I bought a value pack once and never used one of them,0
2484,When I'm trying to figure out how my dick hasn't fallen off yet <URL>,0
2485,Don't sell me dreams cause I'll return them as nightmares,0
2486,When you're out to eat with your girl and the waitress knows you by name <URL>,0
2487,So is Caitlyn celebrating half the day or nah?,0
2488,When someone offers you the last piece of pizza <URL>,0
2489,"When you're sneaking in after a long, hard night of cheating and don't wanna wake your girl cause you're a good guy <URL>",0
2490,People- why are you such an asshole? Me- <URL>,0
2491,"You didn't have a choice, that things never comin off <URL>",0
2492,I hate playing never have I ever cause I have,0
2493,RT you are VILEEEE 😭,0
2494,you just figured that out?,0
2495,"Kanye with a hint of more Kanye, the fuck you thought",0
2496,Raise your hand if you've ever been personally victimized by carbs <URL>,0
2497,When you finally catch that cunt that's been leaving '😍' under baes pics <URL>,0
2498,When her head game is as good as she claimed it to be so you gotta smile and thank god 🙏🏼 <URL>,0
2499,When you get home from the bar and realize you have no alcohol <URL>,0
2500,You know when you're fuckin someone and you'd rather be fuckin their best friend? That's the worst,0
2501,When you shaved and all he was good for was ten minutes of missionary and the choke of a child <URL>,0
2502,How keyboard gangsters feel leaving their stupid ass comments <URL>,0
2503,When you see your first pair of titties <URL>,0
2504,When you see your ex in public and they start smiling at you all weird n shit <URL>,0
2505,Am I the only one that sings love songs to myself while thinking about myself?,0
2506,"I either laugh or turn into a complete psychopath when I'm mad, either way, no one is safe",0
2507,My friends kids are being shitheads and they just took them upstairs to get showered... Guess who keeps flushing the 1st floor toilet?,0
2508,When I'm trying to get my life together <URL>,0
2509,Goals AF <URL>,0
2510,It's not the walk of shame if you're shameless,0
2511,It's not the walk of shame if you truly give no fucks,0
2512,When your whole life is falling apart but you refuse to let them see you sweat <URL>,0
2513,If you hate fuckboys it's only cause you let one break your stupid little heart... Dumb dumb,0
2514,How fast I catch feelings vs how fast I move on <URL>,0
2515,RT When you first start dating vs a year later <URL>,0
2516,When you ask her what that mouth do <URL>,0
2517,When you've been talkin to someone for 2 weeks and they say the love you <URL>,0
2518,"Pro Tip- Stop waiting for me to care, it's not gonna to happen",0
2519,I gotta stop drinking and meme'ing 🙃🙃🙃🙃,0
2520,When someone announces they're unfollowing <URL>,0
2521,This is the only award I deserve in life <URL>,0
2522,Introvert level expert <URL>,0
2523,"See... I would like your selfie but the way my pride is set up, I'd rather just look at it",0
2524,When someone's talking about something other than me <URL>,0
2525,Person- I don't like you Me- <URL>,0
2526,When you win the lesbian olympics <URL>,0
2527,When you're fat but so cute that everyone loves you anyway <URL>,0
2528,When you're out to dinner but you wanna make sure they know what set you claimin <URL>,0
2529,When alcohol companies tell you to 'please drink responsibly' <URL>,0
2530,It was deleted again... Working on getting it back 😘 <URL>,0
2531,You give me life!! 😘😘 <URL>,0
2532,Flirting in 2016 <URL>,0
2533,If bios told the truth.... <URL>,0
2534,Should be able to get it back 😘 <URL>,0
2535,When you tryna holla at a bitch and ya boy comes up talkin bout 'this nigga broke AF and likes fingers in his ass' <URL>,0
2536,When the pizza man is more than a minute late <URL>,0
2537,When she posts about you thinking it will get you to text her... <URL>,0
2538,Introducing the 'I'm over 30 and no man wants me' pillow <URL>,0
2539,'Boys seem to like the girls that laugh at anything'.... Unless it's their dick size,0
2540,When you wake up and see the drunk text you sent without using textpert <URL>,0
2541,When you see what you posted online when you were blackout drunk <URL>,0
2542,When you're tryna sneak out their crib quietly in the middle of the night <URL>,0
2543,When you're on a first date and they start talkin about their ex <URL>,0
2544,When you're on a first date and she asks to talk to the manager <URL>,0
2545,If my life was a sandwich it would be this <URL>,0
2546,When you know you're a piece of shit and own it like a boss <URL>,0
2547,When your crush finally slides in ya DM <URL>,0
2548,When I go out for just one drink <URL>,0
2549,"'My man just left, come o...' <URL>",0
2550,When someone announces that they are 'officially unfollowing' <URL>,0
2551,"Me- what do you bring to the table? Her- I am the table Me- good lemme rest my feet on you, dumbass... See how dumb you sound?",0
2552,Coworker- good morning! Me- <URL>,0
2553,When you finally find yourself a sugar daddy and all your dreams come true <URL>,0
2554,When you're out drinking all night vs when the bill comes <URL>,0
2555,When I think about all the people that hate me <URL>,0
2556,Most people want to be loved... But I thrive on being hated,0
2557,The awkward moment when Lexus is showing you how much crack fits in the cup holders... <URL>,0
2558,True AF 😂👌🏼 <URL>,0
2559,I never smile and I hate to brag but I can say 'cheese' without smiling too,0
2560,When autocorrect just gets you <URL>,0
2561,When you have to work tomorrow and your coworker says 'happy Friday' <URL>,0
2562,When a stranger tries to talk to me <URL>,0
2563,The only thing me and Donald Trump have in common is how we flirt <URL>,0
2564,When the DJ plays your joint and the whole crew gets lit <URL>,0
2565,"Always remember, it's not whether you can or you can't, but that nobody gives a fuck either way",0
2566,What the 2030 Air Jordan's gon look like <URL>,0
2567,Daaaaaaamn white people... Back at it again with some more stupid shit <URL>,0
2568,When someone tries to threaten me <URL>,0
2569,This is the kind of Easter egg hunt I need <URL>,0
2570,"Please stop swapping your faces, you're ugly enough as it is",0
2571,When someone that never has any weed asks to hit the blunt <URL>,0
2572,When the whole squad is coming over for dinner <URL>,0
2573,When men leave dumb comments thinking it's gonna hurt my feelings <URL>,0
2574,Do you ever rap in your whitest voice possible or is that just me?,0
2575,Talent- Pissing people off by just existing,0
2576,5 minutes into 'prison and chill' and you drop the soap... <URL>,0
2577,Her- can I stay the night? Me- <URL>,0
2578,RT get a flag made and hang in front of the house,0
2579,When friends find out what a sick psychopath I really am ☺️ <URL>,0
2580,Someone's grandmother out here tryna get shot TF up <URL>,0
2581,When your life's lit as FUCK <URL>,0
2582,When he calls you 'princess' <URL>,0
2583,Her- how come you never called me again after we fucked? Me- <URL>,0
2584,"RT It's April fools day but I clown you bitches every day. Imma take the day off, have a good day, see you tomorrow (Stolen fr…",0
2585,When you're livin life on the edge but safety always comes first... 🌚 <URL>,0
2586,Talent- Making people think I give a shit about their stupid fucking life,0
2587,When it's April fools but this isn't a joke <URL>,0
2588,"I don't eat pineapple, wtf do I care what my nut tastes like, that's your problem not mine",0
2589,I only nap so that the time between not drinking and drinking again comes faster,0
2590,I can always tell when you're drunk cause you're lighting up Twitter in the middle of the night 🌚,0
2591,Sure... And I wear condoms 👌🏼 <URL>,0
2592,No comment 😊 <URL>,0
2593,Oh we're using government names now?! ✋🏼😭 <URL>,0
2594,Nah nah nah ✋🏼😭 <URL>,0
2595,When you see one of your followers you wanna fuck on tinder <URL>,0
