,text,misogynous
1953,Porca puttana mercoledí vedrò Ancora non ci credo. I video di Milano stesa. Non ce la posso fare.,0
1954,sto cazzo di telefono che porca puttana non si scarica manco se lo uccidono,0
1955,"Carissima ubisoft, io non voglio incazzarmi eh MA PORCA PUTTANA POSSIBILE SIA DIFFICILE GESTIRE UN IF DI MERDA CHE NON PERMETTA DI INCONTRARE GLI STESSI GIOCATORI PIÙ VOLTE DI FILA! ANDATE A FANCULO INCOMPETENTI DI MERDA",0
1956,ok ho cercato di aumentare la distanza di un pochino ma porca puttana me le sento dietro cHE ANSIA <URL>,0
1957,"c’è una persona che è sempre nella mia tl, che mi segue e qualche volta mi mette like e che sta sera era al concerto che porca puttana voglio prenderti e portarti tra le braccia di Harry in questo istante, te lo meriti più di qualsiasi altra persona al mondo",0
1958,porca puttana ho capito ho il viso da dodicenne peccato che in realtà io sia un vecchio bastardo che fa uso eccessivo di viagra,0
1959,20 minuti per tornare a casa a piedi ma ragaz figa se ne è valsa la pena,0
1960,"Porca puttana livello C1 in inglese e il dialogo è statoIo:”scusami, questa è la fila per il bagno?”Tipa:”english please”Io:”is this [gesti spastici]for the bathroom?”",0
1961,Io porca puttana lo so che il cinese mi fa stare male ora non voglio ri vomitare ma mi sa che devo odio tutto e domani devo andare a lavorare io boh,0
1962,porca puttana non carica Netflix,0
1963,come cazzo faccio a stare 10 ore in macchina col ciclo domani porca troia che cazzo sto morendo,0
1964,Ma che cazzo stai a dì?,0
1965,porca puttana TROIA!,0
1966,"Ma perché cazzo mi vesto come un’eschimese quando ci sono 20 gradi e come una battona della ss16 quando ce ne sono 5? Eppure controllo il meteo ogni giorno, ci vuole abilità",0
1967,Ho appena controllato le schedine del superenalotto...MAREMMA MAIALA IMPESTATA LADRA LURIDA SCHIFOSA...,0
1968,Cioè.....di Marghera...Marocchino e gobbo.....porca puttana che mix....poi dicono che hanno un'identità....questi non sono nemmeno rom i gobbi so oriundi....,0
1969,"Ho grandissimo rispetto x gli anziani. Ma porca puttana non avete niente da fare tutto il giorno, perché alle 8.15 sei già li in posta ?? Cazzo perché che io ho i secondi contati?!? Ma un minimo di pietà! <URL>",0
1970,"Quando un tuo superiore parla con te manco fosse uscito dalla caverne epitetando una collega con termini folcloristici del basso paleozoico del calibro di che cagna"" ""sta succhia cazzi che je farei""... Il tutto cercando in te complicità, io vorrei seppellirmi vivo""",0
1971,Ma porca puttana porca.,0
1972,PORCA PUTTANA BUONGIORNO <URL>,0
1973,Rino io ti voglio bene te lo giuro ma porca puttana Kalinic titolare nel derby noooooo ma cosa ti viene in mente,0
1974,"Ma porca puttana, ma anche voi proprio a pasquetta ? Auguri a entrambi",0
1975,Come si vive dormendo quattro ore e pure male con i tizi che fanno lavori porca puttana vi ammazzo,0
1976,"Sono stranamente calma, cioè, non è nullA DI CHE OJ PORCA PUTTANA STO SCHIATTANDO MALE ALL BLACK ORA SVENGO CIAO #BTSBlackHairParty <URL>",0
1977,PORCA PUTTANA HO APPENA AFFRONTATO UN'APE GIGANTE E UN TOPO INSIEME NELLO STESSO MOMENTO VAFFANCULO,0
1978,che cazzo dici se non hai mai lavorato,0
1979,Ma quanto mi fanno tenerezza quei ragazzi che quando non ci stai con loro ti danno della figa di legno? Poverelli,0
1980,Ma porca puttana io non sarò normale ma se stavo male davvero non ve lo dicevo @ genitori ma come siete messi,0
1981,Di ieri mi ricordo benissimo che le mie due più care amiche mi hanno dato della figa di legno,0
1982,Oh porca puttana,0
1983,SOLO 85 GIORNI MI SEPARANO DA DEMETRIA PERFEZIONE DEVONNE DEA LOVATO PORCA PUTTANA! #TellMeYouLoveMeTourBologna <URL>,0
1984,MA PORCA PUTTANA COL TELEFONO DI MIA MAMMA ME LO HA FATTO INVIARE,0
1985,"'[le]due cantanti,sul palco,arrivarono a scagliarsi l'una contro l'altra,prendendosi a schiaffi,tirandosi i capelli e insultandosi al grido di troia""e""puttana"",per il delirio del pubblico.L'episodio […] venne parodiato da John Gay's The Beggar's Opera.' <URL> <URL>",0
1986,"Siamo nel 2018 e c'è ancora gente che scrive grz, prg, xkè, kè, bgiorno. MA CHE CAZZO MICA LI PAGATE I CARATTERI, PORCA TROIA.",0
1987,ma porca puttana ma perché i monsta si meritano premi su premi,0
1988,RT per la serie cose che mi danno sui nervi: perchè cazzo dovete chiedermi come sto se il vostro intento è farmi una domanda sulla…,0
1989,"non se lo meritano, porca puttana... in quattro anni hanno UNA (1) WIN MA DIO vi giuro mi sento una merda. mi sento come se li avessimo delusi",0
1990,"Porca puttana, qua adesso vedi che si infortuna uno del famoso tridente - e poi ahimè, le soluzioni dove cazzo le trovi???",0
1991,Dai che in qualche maniera ce la facciamo. Immagina se dovessimo incontrare la Juve a Torino in semifinale? Ci andrei a piedi porca puttana. ?,0
1992,Certi tifosi Juventini fanno i BigShots in Italia e i CagaSotto in Europa...Porca Puttana bisogna sempre crederci...#JuveRM,0
1993,Il più nell’album che ho mai comprato porca puttana #snoopdogg #first #king <URL>,0
1994,RT 2:21Porca puttana.,0
1995,alla faccia della Madonna quanto cazzo sei bono porca puttana.?❤,0
1996,.... porca puttana raghi non ho mai riso così tanto in vita mia ma che tristezzaaa,0
1997,"Sta arrivando tua moglie a difenderti,perché non vai dietro a lei? — Ma che cazzo mi significa scusaE che cazzo vuoi da Effy porca troia <URL>",0
1998,<MENTION_4> eviti di fare la cronaca di partite con la juve.E' indisponente. Dopo l'ultima cronaca nel campo della vcchia culona se fossi stato in Berlusconi l'avrei licenziata,0
1999,sul campo della vecchia culona avete perso ingiustamente contro un squadra che gioca da far schifo ha anche <URL> entra aquella traversa chissà come sarbbe finita,0
2000,Porca puttana se mi viene il mental breakdown di depressione anche in gita perché sono circondata da troppa gente mi incazzk,0
2001,porca puttana è la cosa più bella che qualcuno mi abbia mai detto <URL>,0
2002,“Porca puttana.. se la merda potesse cagare non avrebbe un aspetto di merda come il tuo” Ultima frase di Negan da premiare quantomeno con un Emmy o un Golden globe.,0
2003,"no sono a casa arrivo li verso le una / due di mattina ma porca troia troppa gente MA SI LAVANO? NO PERCHE' SONO LI DA GIORNI — EEEH sono lì già da ieri, roba da pazzi... <URL>",0
2004,Abito a nemmeno un'ora da Bologna e arriverò tardissimo porca puttana,0
2005,PERCHÉ NON LE HO NOTATE?! PORCA PUTTANA CI SONO APPENA PASSATA. <URL>,0
2006,Che poi hA OSATO DIRE CHE LA FARÀ MEGLIO DI BRIGA. CIOÈ L'HA DETTO DAVVERO PORCA PUTTANA!,0
2007,Ho fatto l’ingorda e PORCA PUTTANA.Don’t Leave Me è spettacolare. #FaceYourselfOutNow #FaceYourself <URL>,0
2008,Porca puttana una volta che salgo con i figli ?,0
2009,PORCA PUTTANA BAEKHYUN HA UN PIERCING NELLA FOTO TEASER LO AVETE VISTOVADO A FUOCO,0
2010,MA PORCA PUTTANA TUTT OGG <URL>,0
2011,MA LA VOCE DI JIN PORCA PUTTANA IO NON MI STO SENTENDO BENE #FaceYourselfOutNow,0
2012,"porca puttana blood, sweat &amp; tears in giapponese è qualcosa di orgasmico per le mie orecchie. #FaceYourselfOutNow #FACEYOURSELF",0
2013,CHIEDETEMI COME PORCA PUTTANA STO,0
2014,i vixx porca puttana hyuk che cazzo fai mi vuoi morta,0
2015,Mi è caduto il telefono nuovo a terra porca puttana,0
2016,PORCA PUTTANA TU TE NE ESCI COSÌ <URL>,0
2017,STO IMPAZZENDO PORCA PUTTANA HO PAURA DI DIMENTICARE QUALCOSA. #HarryStylesLiveOnTourBologna,0
2018,"“si ma il cioccolato della kinder non è cioccolato”NO PERCHÉ È UNA DROGA PORCA PUTTANA, È UNA CAZZO DI DROGA",0
2019,Le mani porca puttana voglio tutte ste foto di merda <URL>,0
2020,Oddio raga cosa vuol dire Oddio Oddio Oddio non sono pronta Sono stata attaccata a Twitter tutt’oggi e appena me ne vado Louis posta questo porca puttana <URL>,0
2021,"vorrei solo drogarmi ma la mia amica romana e le sue amiche non fumano, che palle volevo essere fatta per le strade di roma centro porca puttana, manco posso ubriacarmi perché tanto non mi porta fuori, problemi risolti. ma la voglia di fumare resta",0
2022,"Io non capisco cosa non capiscono del concetto di troia, in primis. Non capisco il perché una persona, che sia donna nel tuo caso, deve nascondere il proprio corpo in cui (in determinati outfit) si sente bene con se stessa, bella e magari sexy.",0
2023,porca puttana mi sono spaventata da morire io devo avere veramente un angelo custode,0
2024,"<MENTION_4> <MENTION_5> <MENTION_6> Scusa ma che cazzo c'entra? Boschi era banca Etruria, non Monte dei Paschi. Un po' confuso",0
2025,"RT Pigiamino anti stupro."" <URL>",0
2026,PORCA PUTTANA BASTA,0
2027,Porca puttana ma domani vedo harry ma come faccio,0
2028,VAFFANCULO PORCA PUTTANA #JuveReal,0
2029,Tre minuti porca puttana che tonti che siamo,0
2030,MA PORCA PUTTANA #juve #JuveRM #JuveRealMadrid #FinoAllaFine,0
2031,Ma perché la gente mi cerca quando c’è la Juve? Lo sanno che rispondo male mentre sto guardando la partita porca puttana,0
2032,porca puttana......,0
2033,PORCA PUTTANA LADRA INFILATE STI SPAGNOLI DI MERDA,0
2034,"Tutti noi sti arbitri di merda, tuttiiii porca puttana",0
2035,"Si dovranno guadagnare lo stipendio da Parlamentari, votando in silenzio tutte le leggi del M5S, altrimenti, a casa a calci nel culo...???",0
2036,Bravo Sami porca puttana ti vogliamo così #JuveReal #jvtblive,0
2037,"Ieri sera quando ha fatto l’entrata si è scatenato il putiferio Io e stavamo piangendo disperate, io non mi tenevo in piedi, lei mi stringeva il braccio e dopo è successo che è partito un “PORCA PUTTANA” detto da Alessia.HAHAHHA IL DISAGIO ADORO <URL>",0
2038,Marcelo altro simulare del cazzo porca puttana,0
2039,Wow che bello dovevo andare a Malta con un mio amico e un'amica del mare (con lei sarei stata in stanza insieme) e LEI MI BALZA MA PORCA PUTTANA,0
2040,Posso dire PORCA PUTTANA EVA??? #JuveReal,0
2041,Rigore netto porca puttana,0
2042,ALZATI FIGLIO DI UN GRAN PUTTANONE NON SIAMO IN ITALIA ROTTINCULO,0
2043,MA VAFFANCULO DIO SANTOMA CHE CAZZO GLI DÀ IL GIALLO PORCA PUTTANA #JuveRM,0
2044,Stiamo giocando bene porca puttanona maiala di merda #JuveRM,0
2045,Porca troia..salta anche la preparazione..che merda porca puttana. Forza andreinooo daiii cazzo che ti aspettiamo!!!! <URL>,0
2046,MA PORCA PUTTANA MA CHE CAZZO FA MA CARTELLINO GIALLO DOVE MA VAFFANCULO DIO SANTO#JuveReal,0
2047,Porca puttana guarda La peggior cosa la storia che fosse troppo magra come se la gravidanza ti deve far diventare una balena <URL>,0
2048,"Che cazzo di sfiga stasera, porca troia maiala #JuveRM",0
2049,"Harry fa bene a nascondersi quando viene in Italia, dobbiamo sempre distinguerci porca puttana",0
2050,"sempre a sentirmi dire “sara ha detto” “sara ha ragione” “sara quello” cioè basta. non metterti in mezzo porca puttana, fatti i cazzi tuoi. ha permesso a un’altra persona di mettersi in mezzo, e io questo non lo sopporto",0
2051,ma porca puttana maiala Caro Sabatini ma fai parlare pure a Lei.,0
2052,"Non iniziata a parlare gia d’adesso,porca puttana",0
2053,"MA PORCA PUTTANA CRISTIANO RONALDO NON TOCCA MAI PALLA, MA QUANDO LO FA O FA GOL O RISCHIA.",0
2054,PORCA PUTTANA SERGIO MADONNA TI UCCIDEREI SE NON TI VOLESSI COSÌ BENE,0
2055,A me viene il dubbio che la gente non sà leggere Figa è una cosa normale c'è scritto Gesù cristo ragazzi allora????!!! Avete rotto la Minkia porca puttana eddai cazzo,0
2056,Non scrivo mai niente ma porca puttana rega domani vedo HARRY STYLES per la prima volta,0
2057,#JuveReal Porca Puttana che GOALL?????,0
2058,Porca puttana. Incredibile. #CristianoRonaldo #JuveReal,0
2059,PORCA PUTTANA RAGAZZI CHE CAZZO DI GOL HA FATTO CRISTIANO,0
2060,Porca puttana CHE CAZZO DI GOLLAZZO,0
2061,Che cazzo mamma mia puttana Eva,0
2062,Porca Puttana ???????????????????????????????????????????,0
2063,Porca puttana che scazzo,0
2064,Porca puttana che gol CR7 #JuveReal,0
2065,Ma un po' di dignità porca puttana,0
2066,ma porca puttana oh vaffanculo,0
2067,Turchia lurida e Champions puttana. #JuveRM,0
2068,Quando sei Dybala ma mannaggia al cazzo non riesci a segnare e ti sale il Montero che porca puttana il calcio voltante non te lo toglie nessuno #JuveReal,0
2069,#JuveRealInutile era meglio andare al cinema staseraMa porca puttana questa coppa è fottutamente maledetta,0
2070,porca puttana yoo youngjae riempimi di pugni <URL>,0
2071,"Grande Real Madrid , grande Cristiano Ronaldo , noi come al solito li affrontiamo senza palle ! Vergogna ! Ed ora una volta per tutte che smettano di giocare vecchi e gli svogliati e a giugno fate mercato ...Porca Puttana !!!!",0
2072,Secondo me Franco ha detto PORCA PUTTANA e loro se la son sentita #isola,0
2073,RT rido da 20 minuti porca puttana ???? <URL>,0
2074,Leggo tifosi ke criticano di brutto i nostri facendo i mister della situazione..io anke critico sempre ma stasera porca puttana chiudetevi la bocca co la merda xke criticare la Juve stasera è da proprio cojoni!!!Vedetele bene le partite prima di dire cazzate!,0
2075,Daniele porca puttana stai zitto ogni volta che apri bocca la mia televisione rischia di grosso tra ciabatte e piatti#isola,0
2076,Ma porca puttana una volta che uno parla lasciatelo parlare! Avete rotto il cazzo a Jonathan e poi lo interrompete? Ma vaffanc #isola,0
2077,RT DOMANI VEDRÒ HARRY STYLES PORCA PUTTANA,0
2078,"ma quanto vi credete simpatici quando fate battute del tipo donna schiava, torna in cucina""?""",0
2079,sono troppo simpatica porca puttana devo regolarmi .,0
2080,PorCa pUtTaNa DeVo rEgOLaRmI,0
2081,Porca puttana io vi prendo a sprangate nei denti siete degli idioti #isola,0
2082,rafa sta notte ho fatto un sacco di incubi non vi immaginate mi metto a frignare solo a pensarci porca puttana,0
2083,raga che due maroni dovevo fare una roba qui su twitter era importante e mi sono dimenticata ma porca puttana è mai possibile avere l'alzheimer a vent'anni dico io,0
2084,"porca puttana mi ha bloccato pure a me ? non si può continuare così, non c’è dialogo ??",0
2085,Lascia stare caccia porca puttana ti massacro,0
2086,"Buffon via, Barzagli via, Chiellini 4 schiaffi e panchina finché non impara come si difende! E per l’amor del cielo, Dybala cazzo, Dybalaaaaaa non sei un cazzo di bambino! Porca troia fino alla fine sto cazzo! Arresi in casa nostra, e applaudite pure.... #JuveReal",0
2087,PORCA PUTTANA OGGI VEDO HARRYGERIUGJ,0
2088,Loro sono più forti ma una figura del genere(in casa) non era preventivabile. Siamo la Juve porca puttana e questa sconfitta mi da al cazzo perché siamo una squadra che ha fatto due finali Champions in 3 anni e non una cenerentola. #JuveReal,0
2089,"Comunque io mi sento un sacco una merda perché non riesco a distinguere la voce di Ashton da quella di Luke, tranne che nelle live e nelle versioni acustiche delle canzoni. MA PORCA PUTTANA HANNO DUE VOCI DIVERSISSIME IO NON CE LA FACCIO A FARCELA.",0
2090,SCHIFO SCIENZE DI MERDA MI FAI SCHIFO. EVVIVA L'IRRAZIONALISMO PORCA PUTTANA FRA POCO SPUTA DAL CULO TUTTA STA MERDA DI SCUOLA. FANCULO CAZZO,0
2091,"MA PORCA PUTTANA, A MODENA!!!!",0
2092,MA PORCA PUTTANA STO INVIDIANDO UNA AD UNA LE PERSONE DELLO STAFF DI QUELLA PIZZERIA <URL>,0
2093,"Vado a dormire che oggi rischio di insultare, mandare a fanculo e litigare pesantemente tutti questi pezzi di merda, figli di puttana e grandi cornuti e sbonnati in culo che sono gli antijuventini.... che cazzo parlano loro?!? Cosa cazzo hanno vinto loro?? UN BENEAMATO CAZZO!!!",0
2094,"<MENTION_4> <MENTION_5> <MENTION_6> qual è il nesso giornale/questioni private entro Twitter? Vi rendete conto, Voi straccioni, che io scrivo solo per fare un favore ad un amico? E ora questo favore mi si r",0
2095,la partita con il Real ha detto: se gli vversari della vcchia culona(con le 2 traverse di oggi sono 6o7 fra palie traverse nelle ultime partite)giocano a calcio e l'arbitro fa bene il suio mestiere la vecchia culona vincerebbe poco.Gioca tropp,0
2096,"Al magnifico gol di Ronaldo itifosi della vecchia culona hanno applaudito. Uno dei cronisti ha detto tifosi sportivi"" di tifiosi che sono i più beceri d'Italia.Incredibile. Secondo me hanno applaudto per non piangere""",0
2097,"Buongiorno, mi ancora male il braccio porca puTTANA.",0
2098,Porca puttana stava a Modena cazzo a MODENAAA,0
2099,porca puttana un'ora che il cazzo di bagno è occupato e io alle 7 devo essere fuori di casa porca puttana come iniziare bene la giornata proprio,0
2100,: è il momento della svolta altro che Tajani !!!!! Come si può pretendere un ottuagenario simbolo del VECCHIO del adpersonam del privilegio degli amici del burlesque dell irrispettosita' ... Degli scongiuri e dei cucù dei culona e della s,0
2101,"- spende in 10 pacchi di popcorn a settimanaperò i soldi solo a me li vengono a chiedere, perché a lui servono""anche a me servono porca puttana e me li sto conservando da mesie non è manco quello il problema, non ci penso mai due volte a dare/prestare sol",0
2102,PORCA PUTTANA CHE PRESA A MALE HO PERSO IL PULLMAN,0
2103,Sei da vomito e porca puttana con i soldi che mi fottete nella bolletta ti pago pure lo stipendio. <URL>,0
2104,Cronache dall'ascensore.Porca puttana sono bloccata aaaahh <URL>,0
2105,RT Il pagetto di Putin? Ma porca troia ma che cazzo di comunista sei? Avete rotto er cazzo pe…,0
2106,"Il succo è che hai ragioneSono una troia, la peggioreIl mio senso di colpa è più tipo un hangoverDura due oreCosa hai visto una coppia?Io ho visto due persone soleLa gente starebbe un po' meglioCapisse che cazzo vuole da sto cazzo d'amore""""",0
2107,"Ho dimenticato di nuovo l'orologio a casa, porca puttana",0
2108,impiccati te che centra un bimbo demente,0
2109,porca puttana eva....RIP piccolina...,0
2110,"Non conta una sega vincere 6 scudetti di fila, se poi ammetti apertamente prima della partita che il Real è imbattibile, che per noi è una serata di gala e che l'importante è il campionato.. Che cazzo di mentalità della minchia è questa? Siamo la Juventus, puttana la rana!",0
2111,Porca puttana ti capisco ora più che mai,0
2112,Porca puttana sono in treno dalle 8 e c’è un tizio che non smette di parlare MA NON SPUTI MAI?,0
2113,È UN COUNTDOWN PORCA PUTTANA <URL>,0
2114,porca puttana il primo teaser di LO SIENTO AJKSKSKF,0
2115,"“Figa, ma sul serio giocate con Kuzmanovic in mezzo?”“Ma che cazzo parli che c’avete Bertolacci, almeno noi abbiamo speso poco”Masterlevel anni ‘10.",0
2116,"Porca puttana, si sta svegliando",0
2117,SONO UN PUTTANONE DA SBARCO PER QUESTO ALBUM,0
2118,"come ogni anno è arrivato per me il momento del defollow, ci vediamo l'anno prossimo puttana scrofa lurida",0
2119,Nessuno nota le tue lacrime...Nessuno nota il tuo dolore...Ma porca puttana tutti notano i tuoi errori...,0
2120,Rega ho fame e sonno e in più mi scappa la cacca ma la corriera non passa porca puttana bel ritorno di merda,0
2121,Ma io non posso andare in biblioteca a studiare e trovarmi vicino gente che parla più di mia madre porca puttana stavo a casa allora,0
2122,Ci sta difendere un autistico che spera che il maggior esperto di moda in Italia non capisca che è impossibile che un d&amp;g costi 5000€ porca puttana,0
2123,Porca puttana devo ancora iniziare la tesina,0
2124,"e ancora si riempiono la bocca di magie, di stregonerie.Ma porca puttana non gli basta mai a sta gente.",0
2125,porca puttana.... .. ... . c-cute .. <URL>,0
2126,che palle la scuola il pomeriggio porca puttana lercia ma perché,0
2127,RT #TaehyungArmyLovesYouMa porca puttana ragionate prima di scrivere qualcosa?Vi tirerei tanti di quegli schiaffi che nemmeno d…,0
2128,"porca puttana guarda non dico niente perché tanto so che hai già capito cosa voglio dire, giusto? <URL>",0
2129,"Devi imparare a fare la formazione come Dio comanda, porca puttana! Togli quel cazzo di Buffon, basta con Barzagli! Dybala ammonito cambialo! Bentancur idem! I cambi vanno fatti in tempi utili CRISTO! E ricordat",0
2130,"-quindi, io dico, è giusto bei confronti di una donna tale gesto? Chi siete voi per dare della puttana, troia, zoccola, pompinara, mangiacazzi e così via a una donna? Mettiamola così, vostra madre per voi è una santa non lo metto in dubbio che siete i pri",0
2131,Fatemi vederr giordano porca puttana #uominiedonne,0
2132,ma porca puttana sono stata fino alle tre a fare dei compiti che poi non hanno chiesto,0
2133,"a rega, porca puttana, NON ANDATE DAVANTI AL SUO HOTEL, LASCIATELO IN PACE #harrystylesliveontourBologna",0
2134,"porca puttana, Riposa in Pace.",0
2135,non nominare i serpenti porca puttana mi tocca controllare le coperte ora,0
2136,Raga non è possibile porca puttana,0
2137,"Però porca puttana una metà spesi veramente male, ma quando cavolo ci ricapita di avere tutti quei soldi da spendere, che rabbia ? Si doveva fare meglio!",0
2138,non è stato eliminato vero porca puttana vero <URL>,0
2139,...non ricordo chi tu sia tanto da farmi pensare che da povera frustrata non avendo mai avuto un briciolo di talento ti piace insultare gli altri per gelosia.... Ti consiglio vivamente di trovarti un uomo che ti soddisfi magari saresti me,0
2140,"#TaehyungArmysLovesYouALLORA CAZZONI DI MERDA POTETE TOCCARMI TUTTO MA I BANGTAN NO! PERCHÉ ORA AVETE ROTTO IL CAZZO, MO VENGO LA VI FACCIO TALMENTE MALE CHE GLI OCCHI DAL CULO VR LI FACCIO USCIRE AVETE CAPITO PORCA PUTTANA!!??? VI FACCIO UN CULO QUANTO UNA CASA BASTARDI!!!!!",0
2141,"ma che porcodio stai dicendo coglione!impara il senso delle parole deficiente di una testa di cazzo.solo perché non ti piace la Juventus non devi offendere me e nemmeno la mia famiglia, ma che cazzo hai nella testa? imbecille <URL>",0
2142,Ma Giordano amore mio vieni qua che ti stupro io #uominiedonne,0
2143,Fake woke Twitter user: Giordano ti stupro ioX: Fa notare che è sbagliato a prescindere dire una cosa simileFake woke Twitter: Che pesantezza!! Si chiama ironia!!,0
2144,"Nainggolan manco in panchina perfino in tribuna, mai na gioia porca puttana",0
2145,"Bianca piange sempre e non si prende mai le sue responsabilità, ma porca puttana caccia le palle e dí come la pensi, non nasconderti dietro gli altri. #Isola",0
2146,Ma porca puttana ho iniziato a lavorare da un mese ed è già la seconda volta che mi prendo il mal di gola ma io odio tutto,0
2147,<MENTION_4> Che pena mi vete fatto ridicolizzati dal Real che ha fatto praticamente un allenamento. Avete avuto culo anche <URL> risultato più giusto srebbe stato 6 a 0 pewr il Real. Quando manca l'i,0
2148,"oddio ma cosa cazzo ho letto sotto un post di sfera ebbasta di fandom segretii mio dio ma veramente porca troia avete la merda nel cervello che cazzo dite i gusti personali e il cazzo che vi pare ma non potete farlo passare per una persona con dei contenuti, insieme alle canzoni",0
2149,PORCA PUTTANA STO MALISSIMO <URL>,0
2150,Raga ma io sto una merda porca puttana ma come si fa a tornare a vivere?,0
2151,"#TaehyungArmyLovesYou Mi scuso per le parolacce che sto per scrivere.Porca puttana, la avete un cazzo di vita? Vi fa sccosa? Perfetto. Non commentate e non insultate. Se insultate lui, insultate noi. Noi non critichiamo quello che piace a voi e la cosa deve essere reciproca.",0
2152,"RT #TaehyungArmyLovesYou Mi scuso per le parolacce che sto per scrivere.Porca puttana, la avete un cazzo di vita? Vi fa sccosa?…",0
2153,ma sul serio gli avete augurato la morte? ma state bene? ed è anche vero che non mi dovrei incazzare perché ce n'è di gente con solo mezzo neurone bruciatoma gesù se lo vedesse comincerei a fare un casino assurdoporca puttana connettete bocca e cervello#TaehyungArmyLovesYou,0
2154,PORCA PUTTANA È DAVVERO JOLIN TSAI ANCHE IO VOGLIO INCONTRARE JOLIN TSAI <URL>,0
2155,Porca puttana dobbiamo sempre farci riconoscere eh <URL>,0
2156,Mangiamoceli porca puttana #amala,0
2157,Apro il telefonoTweet di halseyLeggo europeUrlo porca puttanaSfondo il lettoApro la fotoNon c'è l'Italia,0
2158,se halsey non viene in italia la droppo porca puttana,0
2159,HALSEY MANNAGGIA TROIA CHE CAZZO DI EUROPE È QUESTA MI SEMBRI ED SHEERAN DIO POVERO,0
2160,Io mi fidavo di lui ciecamente. È questo che mi ha fregata. Porca puttana,0
2161,NON DIRLO A ME PORCA PUTTANA CHE HO DOVUTO VENDERE IL BIGLIETTO DUE ANNI FA FIGAAAAA HO I SOLDI DI RENZI DA SPENDERE HALSEY CAZZO,0
2162,Si ma sta gente è psicopatica,0
2163,Moo fratello e il suo amico mi hanno fatto sbagliare strada e porca puttana mi hanno fatto fare l'autostrada facendomi pagare 80 centesimi per nulla,0
2164,"Esistono delle basi, DELLE FOTTUTE BASI DALLE QUALI PARTIRE E DEI CONFINI DA NON SUPERARE. Ci sono dei protocolli da seguire, DEI LIMITI OLTRE I QUALI NON SI PUÒ ANDARE, PORCA PUTTANA MAIALA",0
2165,"e la pillola anticoncezionale no, e la pillola del giorno dopo no, e l’aborto no. raga mi sembra di vivere nel medioevo porca puttana",0
2166,"Ma che cazzo aspettate ad andarci senza voltaggi indietro, merde schifose???",0
2167,Un cazzo di link che non si blocca non esista porca puttana handanovic di merda,0
2168,Porca puttana un contropiede non lo facciamo più bene,0
2169,Porca puttana sto bidone di montolivo,0
2170,Porca puttana#MilanInter,0
2171,Mi sono svegliata ora porca puttana ho dormito tutto il pomeriggio,0
2172,PORCA PUTTANA ORA SE NON VI SVEGLIATE,0
2173,Datevi una svegliata porca puttana! Non bisogna avere timore di ste 11 merde cazzo #MilanInter,0
2174,"Gol annullato all' #inter. Porca puttana, ora i milanisti godono ma dobbiamo fare gol adesso #ForzaInter #DerbyMilano",0
2175,"Sto perdendo anni di vita, porca puttana #MilanInter",0
2176,PORCA PUTTANA TROIA #HarryStylesLiveOnTourBologna <URL>,0
2177,Anche in Coppa Italia è andata così. Porca puttana ladra sti sculati di merda,0
2178,"PORCA PUTTANA LADRA SCHIFOSA IERI HARRY STYLES ERA NELLA MIA CITTÀ E IO NON SAPEVO NULLAHARRY STYLES ERA A MODENA E IO LO AVREI POTUTO INCONTRARE, ODIO TUTTI CHE VITA DI MERDA",0
2179,Una stringa in fuorigioco Porca puttana ?,0
2180,Aziendalisti? MA CHE CAZZHAHAHAHAHAHAHAHAHAHAHAHAHAHAPorca puttana ????? Nel 2018 ancora queste merdate? Ma tifa Juventus e non rompere il cazzo con queste stronzate. ????,0
2181,Ha cancellato il link porca puttana,0
2182,Porca puttana ci manca uno forte li davanti...,0
2183,PORCA PUTTANA COSA AVEVA FATTO CUTRONE,0
2184,"-Eli, che cazzo ci fai a casa a quest’ora? Non dovevi staccare alle 21?-Porca puttana Valenti, sta giocando il Milan, è già troppo tardi.#MilanInter",0
2185,Porca puttana,0
2186,Kalinic e Silva invece che uno solo porca puttana..,0
2187,HANNO RIPRESO GIÀ PALLA PORCA PUTTANA,0
2188,"Questi hanno un culo rotto assurdo. Scarsi e culoni, porca puttana.",0
2189,PORCA PUTTANA CAPITANO STI ERRORI!!! ??‍♀️ #MilanInter,0
2190,Ma porca puttana maledetta schifosa ma come cazzo hai fatto a sbagliarla da un metro?,0
2191,Porca puttana hanno più culo che anima,0
2192,"PORCA PUTTANA CHE CAZZO METTE KALINIC CHE NON SERVE AD UN EMERITO CAZZO, QUANDO ENTRA SEMBRA DI FIOCAFE IN 10 E QUELLE VOLTE CHE FA QUALCOSA SBAGLIA PUREEEEE AAAAAAAAAAA",0
2193,"Mauro porca puttana nei hai sbagliati due, non me lo merito",0
2194,schifosi rotti in culo.. mai vista una squadra così culona come il Milan oggi mai,0
2195,"Infatti... mi prendo il punto, ma porca puttana ladra",0
2196,Porca puttana ladra vacca maiala impestata,0
2197,Affidarsi solo ai gol di Icardi comporta questo. Servono due cazzo di attaccanti dai tempi di Jovetic e Ljajc. Porca puttana!,0
2198,Non ci posso credere davvero...Porca troia che sfiga <URL>,0
2199,Mauro ti voglio bene lo stesso ma PORCA TROIA CHE CAZZO HAI FATTO? #MilanInter,0
2200,"Non avere una sola punta degna di tale nome pensa, porca puttana se pesa",0
2201,Adesso continuo a stare con l’ansia addosso porca puttana sono stanca,0
